251	1920年	欧米・世界	近代	S	国際連盟が発足する	世界平和を目的に設立され、日本は常任理事国となった。	国際連盟・集団安全保障
252	1921年	欧米・世界	近代	S	ワシントン会議が始まる	海軍軍縮と中国・太平洋地域の秩序が協議された。	ワシントン会議・軍縮
253	1922年	欧米・世界	近代	S	ソビエト社会主義共和国連邦が成立する	世界初の社会主義国家連邦が成立した。	ソ連・社会主義
254	1923年	日本	近代	S	関東大震災が起こる	東京・横浜を中心に大被害が出て、社会不安も広がった。	関東大震災・災害
255	1925年	日本	近代	S	普通選挙法が成立する	25歳以上の全ての男子に衆議院議員選挙権を認めた。	普通選挙法・大正デモクラシー
256	1925年	日本	近代	S	治安維持法が成立する	国体変革や私有財産制度否認を目的とする運動を取り締まった。	治安維持法・思想統制
257	1926年	愛知・日本	近代	B	豊田自動織機製作所が設立される	愛知の機械工業・後の自動車産業発展の基盤となった。	愛知・豊田・産業
258	1929年	欧米・世界	近代	S	世界恐慌が始まる	ニューヨーク株式市場の暴落から世界的な不況が広がった。	世界恐慌・ブロック経済
259	1931年	日本	近代	S	満州事変が起こる	関東軍が柳条湖事件をきっかけに満州を占領した。	満州事変・関東軍
260	1932年	東アジア	近代	S	満州国が建国される	日本が清朝最後の皇帝溥儀を元首としてつくらせた。	満州国・溥儀
261	1932年	日本	近代	S	五・一五事件が起こる	海軍青年将校らが犬養毅首相を暗殺し、政党内閣が終わった。	五一五事件・軍部
262	1933年	日本	近代	S	日本が国際連盟脱退を通告する	満州国を認めない国際連盟の勧告に反発した。	国際連盟脱退・満州事変
263	1933年	欧米・世界	近代	S	ヒトラーがドイツ首相となる	ナチスが独裁体制を築き、再軍備と領土拡大を進めた。	ヒトラー・ナチス
264	1936年	日本	近代	S	二・二六事件が起こる	陸軍青年将校が政府要人を襲撃し、軍部の政治的影響が強まった。	二二六事件・軍部
265	1936年	欧米・世界	近代	B	スペイン内戦が始まる	ファシズム勢力と人民戦線が争い、第二次世界大戦の前哨戦となった。	スペイン内戦・ファシズム
266	1937年	日本	近代	S	日中戦争が始まる	盧溝橋事件をきっかけに中国との全面戦争へ拡大した。	日中戦争・盧溝橋事件
267	1937年	愛知・日本	近代	B	トヨタ自動車工業が設立される	愛知県の自動車産業発展を象徴する企業が成立した。	愛知・トヨタ・産業
268	1938年	日本	近代	S	国家総動員法が制定される	政府が議会の承認なしに人員・物資を戦争へ動員できるようにした。	国家総動員法・戦時体制
269	1938年	欧米・世界	近代	A	ミュンヘン会談が開かれる	英仏がドイツのズデーテン地方併合を認める宥和政策をとった。	ミュンヘン会談・宥和政策
270	1939年	欧米・世界	近代	S	第二次世界大戦が始まる	ドイツのポーランド侵攻に対し英仏が宣戦した。	第二次世界大戦・ポーランド
271	1940年	日本	近代	S	日独伊三国同盟が結ばれる	日本がドイツ・イタリアと軍事同盟を結び、米英との対立を深めた。	日独伊三国同盟・枢軸国
272	1940年	日本	近代	S	大政翼賛会が結成される	政党が解散し、戦争遂行のための政治組織へ統合された。	大政翼賛会・戦時体制
273	1941年	日本	近代	A	日ソ中立条約が結ばれる	日本とソ連が相互不可侵を約束した。	日ソ中立条約・外交
274	1941年	日本	近代	S	太平洋戦争が始まる	日本がハワイの真珠湾などを攻撃し、米英と戦争に入った。	太平洋戦争・真珠湾
275	1942年	日本	近代	A	ミッドウェー海戦で日本が敗れる	日本が主力空母を失い、太平洋戦争の戦局転換点となった。	ミッドウェー海戦・太平洋戦争
276	1943年	欧米・世界	近代	B	イタリアが降伏する	枢軸国の一角が崩れ、連合国側が優勢となった。	第二次世界大戦・イタリア
