1	紀元前3500年ごろ	西アジア・世界	古代以前	A	メソポタミア文明がおこる	チグリス・ユーフラテス川流域で都市国家と文字が発達した。	古代文明・文字・都市
2	紀元前3100年ごろ	西アジア・世界	古代以前	A	エジプトで統一国家が成立する	ナイル川流域を基盤に王権と暦・測量技術が発達した。	古代文明・エジプト
3	紀元前2600年ごろ	南アジア	古代以前	A	インダス文明が栄える	モヘンジョダロなど計画的な都市が建設された。	古代文明・インド
4	紀元前2000年ごろ	東アジア	古代以前	A	中国で黄河文明が発達する	黄河流域で農耕社会と初期国家が発達した。	中国文明・農耕
5	紀元前1750年ごろ	西アジア・世界	古代以前	B	ハンムラビ法典が編さんされる	バビロニア王国の法典で、身分差のある刑罰も定めた。	法・メソポタミア
6	紀元前1600年ごろ	東アジア	古代以前	A	中国で殷がおこる	甲骨文字を用い、青銅器文化を発達させた。	殷・甲骨文字
7	紀元前1046年ごろ	東アジア	古代以前	B	周が殷を滅ぼす	周は封建制によって広い地域を支配した。	周・中国王朝
8	紀元前8世紀ごろ	欧米・世界	古代以前	A	ギリシャでポリスが形成される	アテネやスパルタなどの都市国家が成立した。	ギリシャ・ポリス
9	紀元前776年	欧米・世界	古代以前	B	古代オリンピックが始まる	ギリシャの都市国家が参加する競技祭として行われた。	ギリシャ・文化
10	紀元前6世紀ごろ	南アジア	古代以前	S	インドで仏教がおこる	シャカが身分制度や苦しみからの解脱を説いた。	仏教・宗教
11	紀元前551年ごろ	東アジア	古代以前	A	孔子が生まれる	儒教の基礎となる教えを説き、後の東アジアに大きく影響した。	儒教・孔子
12	紀元前509年	欧米・世界	古代以前	B	ローマで共和政が始まる	王を追放し、貴族を中心とする共和政へ移行した。	ローマ・共和政
13	紀元前334年	欧米・世界	古代以前	A	アレクサンドロス大王が東方遠征を始める	ギリシャ文化とオリエント文化が融合し、ヘレニズム文化が生まれた。	ヘレニズム・ギリシャ
14	紀元前221年	東アジア	古代以前	S	秦の始皇帝が中国を統一する	郡県制を行い、文字・貨幣・度量衡を統一した。	秦・始皇帝・統一
15	紀元前202年	東アジア	古代以前	A	漢が中国を統一する	漢は東西交易を進め、シルクロードが発達した。	漢・シルクロード
16	紀元前27年	欧米・世界	古代以前	S	ローマ帝国が成立する	アウグストゥスのもとで帝政が始まり、地中海世界を支配した。	ローマ帝国・帝政
17	1世紀	西アジア・世界	古代	S	キリスト教がおこる	イエスの教えをもとに成立し、ローマ帝国内に広がった。	キリスト教・宗教
18	57年	日本	古代	S	倭の奴国王が後漢に使いを送る	後漢の皇帝から金印を授けられたことが『後漢書』に記される。	金印・中国との交流
19	107年	日本	古代	B	倭国王の帥升が後漢に使いを送る	倭国と中国王朝の外交を示す史料である。	倭国・後漢
20	239年	日本	古代	S	卑弥呼が魏に使いを送る	邪馬台国の女王卑弥呼が魏から親魏倭王の称号を受けた。	邪馬台国・卑弥呼
21	313年	欧米・世界	古代	A	ローマ帝国がキリスト教を公認する	ミラノ勅令によってキリスト教への迫害が停止された。	ローマ帝国・キリスト教
22	375年	欧米・世界	古代	S	ゲルマン人の大移動が始まる	フン人の圧迫などを背景にゲルマン人がローマ領へ移動した。	ゲルマン人・中世への移行
23	391年	欧米・世界	古代	B	ローマ帝国がキリスト教を国教とする	キリスト教が帝国統合の重要な基盤となった。	ローマ帝国・キリスト教
24	395年	欧米・世界	古代	A	ローマ帝国が東西に分裂する	東ローマ帝国と西ローマ帝国に分かれた。	ローマ帝国・分裂
25	478年	日本	古代	A	倭王武が南朝の宋に使いを送る	ヤマト王権が朝鮮半島での立場を有利にしようとした外交である。	倭の五王・ヤマト王権
26	476年	欧米・世界	古代	S	西ローマ帝国が滅亡する	ゲルマン人の侵入により西ヨーロッパで中世社会が形成された。	西ローマ帝国・中世
27	481年ごろ	欧米・世界	古代	A	フランク王国が成立する	クロービスがフランク人を統一し、カトリックに改宗した。	フランク王国・クロービス
28	527年	欧米・世界	古代	B	ユスティニアヌス帝が即位する	東ローマ帝国でローマ法大全を編さんし、領土を拡大した。	東ローマ帝国・ローマ法
29	6世紀半ば	日本	古代	S	百済から日本へ仏教が伝わる	仏教受容をめぐって蘇我氏と物部氏が対立した。	仏教伝来・百済
30	589年	東アジア	古代	S	隋が中国を統一する	南北朝の分裂を終わらせ、中央集権国家を築いた。	隋・中国統一
31	592年	日本	古代	A	推古天皇が即位する	日本初の女性天皇として即位し、聖徳太子らが政治を補佐した。	推古天皇・飛鳥時代
32	593年	日本	古代	S	聖徳太子が推古天皇の摂政となる	天皇中心の政治を目指し、政治制度や外交を整えた。	聖徳太子・摂政
33	603年	日本	古代	S	冠位十二階が定められる	家柄だけでなく才能や功績に応じて役人を登用しようとした。	冠位十二階・聖徳太子
34	604年	日本	古代	S	十七条の憲法が定められる	役人の心構えを示し、天皇を中心とする秩序を重視した。	十七条の憲法・聖徳太子
35	607年	日本	古代	S	小野妹子が遣隋使として派遣される	隋と対等な外交を目指し、大陸の制度や文化を学んだ。	遣隋使・小野妹子
36	7世紀初め	西アジア・世界	古代	S	ムハンマドがイスラム教を説き始める	唯一神アッラーへの信仰を説き、イスラム共同体が形成された。	イスラム教・ムハンマド
37	618年	東アジア	古代	S	唐が中国を統一する	律令制度を整え、長安を中心に国際的な文化が栄えた。	唐・長安・律令
38	622年	西アジア・世界	古代	A	ムハンマドがメディナへ移る	ヒジュラと呼ばれ、イスラム暦の元年となった。	イスラム教・ヒジュラ
39	630年	日本	古代	S	第1回遣唐使が派遣される	唐の制度・文化を学ぶため、多くの留学生や僧が渡った。	遣唐使・唐
40	645年	日本	古代	S	大化の改新が始まる	中大兄皇子と中臣鎌足が蘇我氏を倒し、公地公民を目指した。	大化の改新・中大兄皇子
41	646年	日本	古代	A	改新の詔が出される	土地と人民を国家が支配する中央集権化の方針を示した。	改新の詔・公地公民
42	663年	日本	古代	S	白村江の戦いで日本・百済軍が敗れる	唐・新羅軍に敗れ、日本は九州防衛と国内整備を急いだ。	白村江の戦い・東アジア
43	672年	日本	古代	S	壬申の乱が起こる	皇位継承をめぐる争いに勝利した大海人皇子が天武天皇となった。	壬申の乱・天武天皇
44	676年	東アジア	古代	A	新羅が朝鮮半島の大部分を統一する	唐の勢力を退け、統一新羅が成立した。	新羅・朝鮮半島
45	694年	日本	古代	B	都が藤原京に移される	中国の都城制を取り入れた本格的な都が整えられた。	藤原京・飛鳥時代
46	701年	日本	古代	S	大宝律令が制定される	唐の制度を参考に、律令国家の仕組みが整えられた。	大宝律令・律令国家
47	708年	日本	古代	A	和同開珎が鋳造される	国家が貨幣流通を進めようとしたことを示す。	和同開珎・貨幣
48	710年	日本	古代	S	都が平城京に移される	唐の長安にならった都で、奈良時代が始まった。	平城京・奈良時代
49	712年	日本	古代	A	『古事記』が完成する	神話や天皇の系譜をまとめ、国家の由来を示した。	古事記・歴史書
50	720年	日本	古代	A	『日本書紀』が完成する	漢文で記された国家の正史で、対外的な性格ももつ。	日本書紀・歴史書
