151	1756年	欧米・世界	近世	B	七年戦争が始まる	ヨーロッパと植民地で英仏などが争い、イギリスの優位が強まった。	七年戦争・植民地
152	1765年	欧米・世界	近世	S	ワットが蒸気機関の改良に着手する	蒸気力の利用が広がり、産業革命を加速させた。	産業革命・蒸気機関
153	1767年	日本	近世	A	田沼意次が側用人となる	商業を重視し、株仲間を奨励して税収増加を図った。	田沼意次・株仲間
154	1772年	日本	近世	S	田沼意次が老中となる	商業政策や長崎貿易を重視した政治を進めた。	田沼意次・商業政策
155	1775年	欧米・世界	近世	A	アメリカ独立戦争が始まる	北米13植民地がイギリスからの独立を目指して戦った。	アメリカ独立・独立戦争
156	1776年	欧米・世界	近世	S	アメリカ独立宣言が出される	基本的人権と人民主権を掲げ、近代民主政治に影響した。	アメリカ独立宣言・人権
157	1782年	日本	近世	A	天明のききんが始まる	冷害や浅間山噴火などで深刻な飢饉となり、百姓一揆が増えた。	天明のききん・百姓一揆
158	1787年	日本	近世	S	松平定信が寛政の改革を始める	倹約・農村復興・学問統制で幕府政治を立て直そうとした。	寛政の改革・松平定信
159	1789年	欧米・世界	近世	S	フランス革命が始まる	自由・平等を求めて絶対王政を倒し、人権宣言を発表した。	フランス革命・人権宣言
160	1792年	日本	近世	A	ラクスマンが根室に来航する	ロシアが日本に通商を求め、幕府が北方警備を意識した。	ラクスマン・ロシア
161	1799年	欧米・世界	近世	A	ナポレオンが政権を握る	クーデターで統領政府を成立させ、革命後のフランスを支配した。	ナポレオン・フランス革命
162	1804年	欧米・世界	近世	S	ナポレオンが皇帝となる	フランス革命の成果を一部継承しながらヨーロッパ支配を進めた。	ナポレオン・フランス帝国
163	1804年	日本	近世	B	レザノフが長崎に来航する	ロシアが通商を要求したが、幕府は拒否した。	レザノフ・ロシア
164	1808年	日本	近世	A	フェートン号事件が起こる	イギリス軍艦が長崎港に侵入し、幕府の海防強化につながった。	フェートン号事件・海防
165	1814年	欧米・世界	近世	S	ウィーン会議が始まる	ナポレオン戦争後、革命前の秩序を回復するウィーン体制を築いた。	ウィーン会議・ウィーン体制
166	1825年	日本	近世	S	異国船打払令が出される	外国船を武力で追い払う強硬な海防政策を定めた。	異国船打払令・海防
167	1830年	欧米・世界	近世	B	フランスで七月革命が起こる	ウィーン体制に反対する自由主義運動が広がった。	七月革命・自由主義
168	1837年	日本	近世	S	大塩平八郎の乱が起こる	元幕府役人が飢饉に苦しむ民衆を救おうとして大阪で反乱を起こした。	大塩平八郎・天保のききん
169	1837年	日本	近世	A	モリソン号事件が起こる	漂流民を送還しようとしたアメリカ船を幕府が砲撃した。	モリソン号事件・異国船打払令
170	1839年	日本	近世	A	蛮社の獄が起こる	渡辺崋山・高野長英らが幕府の対外政策批判で処罰された。	蛮社の獄・渡辺崋山
171	1840年	東アジア	近世	S	アヘン戦争が始まる	清がイギリスに敗れ、東アジアの国際秩序が大きく変化した。	アヘン戦争・清・イギリス
172	1841年	日本	近世	S	水野忠邦が天保の改革を始める	倹約や株仲間解散などで幕府財政と社会秩序を立て直そうとした。	天保の改革・水野忠邦
173	1842年	東アジア	近世	S	清とイギリスが南京条約を結ぶ	清が香港を割譲し、港を開く不平等条約であった。	南京条約・不平等条約
174	1842年	日本	近世	A	薪水給与令が出される	異国船打払令を緩和し、外国船に燃料や水を与える方針へ転換した。	薪水給与令・海防
175	1848年	欧米・世界	近代	A	ヨーロッパ各地で革命が起こる	自由主義・国民主義を求める運動が広がった。	二月革命・国民主義
176	1851年	東アジア	近代	A	太平天国の乱が始まる	清で大規模な農民反乱が起こり、王朝が弱体化した。	太平天国・清
177	1853年	日本	近代	S	ペリーが浦賀に来航する	アメリカが開国を要求し、幕府の対外政策が転換した。	ペリー・黒船・開国
178	1854年	日本	近代	S	日米和親条約が結ばれる	下田・函館を開き、日本の鎖国体制が終わった。	日米和親条約・開国
179	1856年	東アジア	近代	B	アロー戦争が始まる	イギリス・フランスが清を攻撃し、外国権益がさらに拡大した。	アロー戦争・清
180	1857年	南アジア	近代	S	インド大反乱が起こる	イギリス支配への反乱後、インドはイギリス政府の直接統治となった。	インド大反乱・植民地
181	1858年	日本	近代	S	日米修好通商条約が結ばれる	領事裁判権を認め、関税自主権がない不平等条約であった。	日米修好通商条約・不平等条約
182	1858年	日本	近代	S	安政の大獄が始まる	井伊直弼が条約締結や将軍継嗣に反対する人々を処罰した。	安政の大獄・井伊直弼
183	1859年	日本	近代	A	横浜・長崎・函館が開港する	貿易開始により物価上昇や金の流出が起こった。	開港・貿易
184	1859年	欧米・世界	近代	B	ダーウィンが『種の起源』を発表する	進化論を示し、近代科学や思想に大きな影響を与えた。	進化論・科学
185	1860年	日本	近代	S	桜田門外の変が起こる	大老井伊直弼が水戸藩浪士らに暗殺され、幕府の権威が低下した。	桜田門外の変・井伊直弼
186	1861年	欧米・世界	近代	S	アメリカ南北戦争が始まる	奴隷制や州の権限をめぐり北部と南部が戦った。	南北戦争・奴隷制
187	1861年	欧米・世界	近代	A	イタリア王国が成立する	国民主義の高まりの中でイタリア統一が進んだ。	イタリア統一・国民主義
188	1862年	日本	近代	A	生麦事件が起こる	薩摩藩士がイギリス人を殺傷し、翌年の薩英戦争につながった。	生麦事件・薩英戦争
189	1863年	日本	近代	A	薩英戦争が起こる	薩摩藩はイギリスの軍事力を知り、開国・倒幕へ傾いた。	薩英戦争・薩摩藩
190	1864年	日本	近代	A	四国艦隊下関砲撃事件が起こる	長州藩が欧米四国艦隊に敗れ、攘夷の困難さを認識した。	下関砲撃事件・長州藩
191	1866年	日本	近代	S	薩長同盟が成立する	坂本龍馬らの仲介で薩摩藩と長州藩が倒幕へ協力した。	薩長同盟・坂本龍馬
192	1867年	日本	近代	S	徳川慶喜が大政奉還を行う	政権を朝廷に返し、江戸幕府が終わった。	大政奉還・徳川慶喜
193	1867年	日本	近代	S	王政復古の大号令が出される	新政府が天皇中心の政治復帰を宣言した。	王政復古・明治維新
194	1868年	日本	近代	S	戊辰戦争が始まる	新政府軍と旧幕府勢力が戦い、新政府の全国支配が進んだ。	戊辰戦争・明治維新
195	1868年	日本	近代	S	五箇条の御誓文が出される	広く会議を開くことなど、新政府の基本方針を示した。	五箇条の御誓文・明治政府
196	1868年	日本	近代	A	明治への改元と一世一元の制	天皇一代につき元号一つとする制度が始まった。	明治・元号
197	1869年	日本	近代	S	版籍奉還が行われる	藩主が土地と人民を天皇に返し、中央集権化を進めた。	版籍奉還・中央集権
198	1871年	日本	近代	S	廃藩置県が行われる	藩を廃止して府県を置き、中央政府が全国を直接支配した。	廃藩置県・中央集権
199	1871年	日本	近代	S	岩倉使節団が欧米へ出発する	条約改正の予備交渉と欧米制度の調査を行った。	岩倉使節団・欧米視察
200	1871年	日本	近代	A	日清修好条規が結ばれる	日本と清の間で結ばれた対等な近代条約である。	日清修好条規・外交
