351	1397年	日本	中世	A	足利義満が北山に金閣を建てる	公家文化と武家文化が融合した北山文化を象徴する。	金閣・北山文化・足利義満
352	1489年	日本	中世	A	足利義政が東山に銀閣を建てる	書院造・水墨画・茶の湯など東山文化を象徴する。	銀閣・東山文化・足利義政
353	1609年	日本	近世	A	薩摩藩が琉球王国を支配下に置く	琉球は中国との朝貢関係を保ちながら薩摩藩にも従属した。	琉球王国・薩摩藩・東アジア
354	1613年	日本	近世	B	慶長遣欧使節が出発する	支倉常長らが伊達政宗の命でメキシコ・ヨーロッパへ渡った。	慶長遣欧使節・支倉常長
355	1689年	日本	近世	A	松尾芭蕉が『おくのほそ道』の旅に出る	俳諧を芸術として高め、元禄文化を代表した。	松尾芭蕉・元禄文化・俳諧
356	1774年	日本	近世	S	杉田玄白らが『解体新書』を出版する	オランダ語の解剖書を翻訳し、蘭学発達の画期となった。	解体新書・杉田玄白・蘭学
357	1821年	日本	近世	S	伊能忠敬の全国地図が完成する	実測に基づく精密な日本地図が幕府へ提出された。	伊能忠敬・日本地図
358	1833年ごろ	日本	近世	A	歌川広重の「東海道五十三次」が刊行される	街道と庶民の旅を描き、化政文化を代表する浮世絵となった。	歌川広重・浮世絵・化政文化
359	1875年	東アジア	近代	A	江華島事件が起こる	日本軍艦と朝鮮側が衝突し、翌年の日朝修好条規につながった。	江華島事件・朝鮮
360	1886年	日本	近代	S	ノルマントン号事件が起こる	領事裁判権の不当さへの世論が高まり、条約改正運動を促した。	ノルマントン号事件・条約改正
361	1890年	日本	近代	A	教育勅語が発布される	忠君愛国などを道徳教育の柱とし、学校教育に大きく影響した。	教育勅語・教育
362	1900年	東アジア	近代	A	義和団事件で列強が北京へ出兵する	日本を含む八か国が清へ出兵し、列強の中国進出が強まった。	義和団事件・八か国連合軍
363	1918年	日本	近代	A	シベリア出兵が始まる	ロシア革命への干渉を目的に日本などが軍隊を派遣した。	シベリア出兵・ロシア革命
364	1922年	日本	近代	S	全国水平社が結成される	被差別部落の人々が自ら差別解放を求める運動を進めた。	全国水平社・人権
365	1930年	日本	近代	A	ロンドン海軍軍縮条約が結ばれる	補助艦保有量を制限し、国内では統帥権干犯問題が起こった。	ロンドン海軍軍縮条約・軍縮
366	1948年	欧米・世界	現代	S	世界人権宣言が採択される	国際連合が全ての人の基本的人権を確認した。	世界人権宣言・国際連合・人権
367	1967年	日本	現代	A	公害対策基本法が制定される	高度経済成長に伴う公害問題へ国が本格的に対応し始めた。	公害対策基本法・公害
368	1971年	欧米・世界	現代	A	ニクソン・ショックが起こる	アメリカが金とドルの交換停止を発表し、国際通貨体制が変化した。	ニクソンショック・世界経済
369	1995年	欧米・世界	現代	A	世界貿易機関が発足する	自由貿易のルールづくりと紛争処理を担う国際機関となった。	WTO・国際貿易
370	1869年	日本	近代	A	蝦夷地を北海道と改称する	開拓使を置いて北海道の本格的な開拓と統治を進め、アイヌ民族への同化政策も進められた。	北海道・開拓使・明治政府
371	1871年	日本	近代	S	解放令が出される	江戸時代に差別されてきた人々の身分上の呼称を廃止し、法の上では平民と同じ身分としたが、社会的な差別はその後も残った。	解放令・人権・身分制度
372	1879年	日本	近代	S	琉球藩を廃して沖縄県を設置する（琉球処分）	明治政府が琉球王国の旧来の体制を廃し、沖縄県を設置して日本の地方行政制度へ組み込んだ。	琉球処分・沖縄県・明治政府
373	1883年	日本	近代	A	鹿鳴館が開館する	欧化政策の象徴となる施設で、井上馨らは西洋風の外交・社交を通して条約改正を進めようとした。	鹿鳴館・欧化政策・条約改正
374	1912年	日本	近代	S	第一次護憲運動が始まる	藩閥政治に反対して『閥族打破・憲政擁護』を掲げる運動が広がり、翌年に第3次桂太郎内閣を退陣へ追い込んだ。	第一次護憲運動・大正デモクラシー・政党政治
375	1927年	日本	近代	S	金融恐慌が起こる	銀行への取り付けが広がり、多くの銀行が休業・破綻した。昭和初期の経済不安と政党政治の動揺を理解する重要事項。	金融恐慌・昭和恐慌・経済
376	1945年	日本	現代	S	財閥解体が始まる	GHQの占領政策のもと、巨大財閥の経済支配を弱めて経済の民主化を進める改革が実施された。	財閥解体・GHQ・民主化
377	1945年	日本	現代	A	労働組合法が制定される	労働者が団結し、団体交渉や争議を行う権利を保障する方向が示され、戦後の労働民主化が進められた。	労働組合法・労働三権・民主化
378	1950年	日本	現代	A	警察予備隊が創設される	朝鮮戦争の開始を背景に治安維持を目的として設けられ、のちの保安隊・自衛隊へつながった。	警察予備隊・朝鮮戦争・再軍備
379	1954年	日本	現代	S	自衛隊が発足する	保安隊などを改組して陸上・海上・航空自衛隊が発足した。戦後日本の安全保障を考える重要な転換点。	自衛隊・安全保障・冷戦
380	約1万6000年前	日本	古代以前	S	縄文土器が使われ始め、縄文時代へ移る	日本列島で土器が使われるようになり、気候の温暖化に適応しながら定住生活が広がった。狩猟・採集・漁労を組み合わせ、竪穴住居・貝塚・土偶など縄文文化が発達した。	縄文時代・縄文土器・定住
381	紀元前4世紀ごろ（目安）	日本	古代以前	S	稲作が西日本を中心に広まり、弥生時代へ移る	朝鮮半島南部や中国大陸との交流を背景に、水田稲作や金属器が広がった。米の蓄積によってむらの規模や社会の差が大きくなり、やがて『クニ』が形成されていく。開始時期には地域差があるため、年代は目安として扱う。	弥生時代・稲作・金属器
382	3世紀後半ごろ	日本	古代	S	大型古墳が築かれ、ヤマト王権が勢力を拡大する	近畿地方を中心に前方後円墳など大型古墳が築かれ、有力豪族をまとめるヤマト王権が成長した。古墳の分布や副葬品、中国・朝鮮との交流から政治的統合の進展を読み取る。	古墳時代・ヤマト王権・前方後円墳
383	1945年	日本	現代	S	衆議院議員選挙法が改正され、女性参政権が認められる	戦後民主化の一環として女性にも選挙権・被選挙権が認められた。翌1946年の総選挙では女性が初めて国政選挙に参加し、女性国会議員も誕生した。	女性参政権・民主化・選挙
