51	723年	日本	古代	A	三世一身法が出される	新たに開墾した土地の一定期間の私有を認め、開墾を促した。	三世一身法・土地制度
52	743年	日本	古代	S	墾田永年私財法が出される	開墾地の永久私有を認め、荘園発達の要因となった。	墾田永年私財法・荘園
53	752年	日本	古代	S	東大寺の大仏開眼供養が行われる	聖武天皇が仏教の力で国家を安定させようとした。	東大寺・聖武天皇・天平文化
54	784年	日本	古代	B	都が長岡京に移される	桓武天皇が奈良の寺院勢力から距離を置こうとした。	長岡京・桓武天皇
55	794年	日本	古代	S	都が平安京に移される	桓武天皇が新しい政治の中心を築き、平安時代が始まった。	平安京・桓武天皇
56	800年	欧米・世界	中世	A	カール大帝が皇帝の冠を受ける	ローマ教皇との結び付きが西ヨーロッパ世界の基礎となった。	フランク王国・カール大帝
57	805年	日本	古代	A	最澄が天台宗を開く	比叡山延暦寺を中心に新しい仏教を広めた。	最澄・天台宗
58	806年	日本	古代	A	空海が真言宗を開く	高野山金剛峯寺を中心に密教を広めた。	空海・真言宗
59	843年	欧米・世界	中世	A	フランク王国が三つに分裂する	ヴェルダン条約により、後のフランス・ドイツ・イタリアの原型ができた。	フランク王国・ヴェルダン条約
60	866年	日本	古代	A	藤原良房が摂政となる	藤原氏による摂関政治が本格化するきっかけとなった。	摂関政治・藤原氏
61	894年	日本	古代	S	遣唐使が停止される	唐の衰えや航海の危険を背景に菅原道真の意見で停止された。	遣唐使停止・菅原道真・国風文化
62	907年	東アジア	中世	A	唐が滅亡する	中国が五代十国の分裂期に入り、東アジア秩序が変化した。	唐・東アジア
63	918年	東アジア	中世	B	高麗が建国される	朝鮮半島で新羅に代わる王朝となった。	高麗・朝鮮半島
64	935年	日本	古代	A	平将門の乱が起こる	東国の武士が朝廷に反乱を起こし、武士の成長を示した。	平将門・武士
65	939年	日本	古代	A	藤原純友の乱が起こる	瀬戸内海で反乱が起こり、地方武士の力が目立った。	藤原純友・武士
66	960年	東アジア	中世	A	宋が中国を統一する	文治政治を進め、商業・都市・技術が発達した。	宋・中国王朝
