101	1428年	日本	中世	S	正長の土一揆が起こる	近江の馬借などが徳政を求め、京都周辺へ広がった。	土一揆・徳政
102	1453年	西アジア・世界	中世	S	オスマン帝国が東ローマ帝国を滅ぼす	コンスタンティノープルを占領し、東西交易の要地を支配した。	オスマン帝国・東ローマ帝国
103	1467年	日本	中世	S	応仁の乱が始まる	将軍継嗣や守護大名の争いから京都が戦乱となり、戦国時代へ進んだ。	応仁の乱・戦国時代
104	1485年	日本	中世	S	山城国一揆が起こる	国人と農民が守護大名を追い出し、自治を行った。	国一揆・自治
105	1488年	日本	中世	S	加賀の一向一揆が守護を倒す	浄土真宗の門徒が中心となり、約100年間自治を続けた。	一向一揆・浄土真宗
106	1492年	欧米・世界	近世	S	コロンブスが大西洋を横断しカリブ海に到達する	スペインの支援で航海し、ヨーロッパのアメリカ進出が進んだ。	大航海時代・コロンブス
107	1498年	欧米・世界	近世	S	バスコ・ダ・ガマがインド航路を開く	喜望峰を回ってインドに到達し、ポルトガルのアジア進出が進んだ。	大航海時代・ポルトガル
108	1517年	欧米・世界	近世	S	ルターが宗教改革を始める	免罪符販売を批判し、プロテスタントが広がった。	宗教改革・ルター
109	1519年	欧米・世界	近世	A	マゼラン一行が世界周航に出発する	一行は地球が球体であることを実証する航海を成し遂げた。	世界周航・大航海時代
110	1526年	南アジア	近世	A	ムガル帝国が成立する	インド北部を中心にイスラム王朝が成立し、広大な地域を支配した。	ムガル帝国・インド
111	1534年	欧米・世界	近世	A	イエズス会が結成される	カトリック改革を進め、海外での布教活動を活発にした。	イエズス会・宗教改革
112	1541年	欧米・世界	近世	B	カルヴァンがジュネーブで宗教改革を進める	予定説を説き、西ヨーロッパの商工業者に支持された。	カルヴァン・宗教改革
113	1543年	日本	近世	S	鉄砲が種子島に伝わる	ポルトガル人を通じて火縄銃が伝わり、戦い方が変化した。	鉄砲伝来・大航海時代
114	1543年	欧米・世界	近世	B	コペルニクスが地動説を発表する	近代科学の発達につながる新しい宇宙観を示した。	科学革命・地動説
115	1549年	日本	近世	S	フランシスコ・ザビエルがキリスト教を伝える	イエズス会の宣教師として鹿児島に来航し、布教を始めた。	キリスト教伝来・ザビエル
116	1560年	愛知・日本	近世	S	桶狭間の戦いが起こる	織田信長が今川義元を破り、勢力拡大の転機となった。	愛知・桶狭間・織田信長
117	1568年	日本	近世	A	織田信長が足利義昭を奉じて京都に入る	信長が中央政治へ進出し、天下統一を進めた。	織田信長・京都
118	1573年	日本	近世	S	室町幕府が滅亡する	織田信長が足利義昭を京都から追放した。	室町幕府滅亡・織田信長
119	1575年	愛知・日本	近世	S	長篠の戦いが起こる	織田・徳川連合軍が武田軍を破り、鉄砲の集団運用で知られる。	愛知・長篠・鉄砲
120	1582年	日本	近世	S	本能寺の変が起こる	明智光秀が織田信長を討ち、統一事業は豊臣秀吉へ引き継がれた。	本能寺の変・織田信長
121	1582年	日本	近世	S	豊臣秀吉が太閤検地を始める	土地の面積と収穫高を統一基準で把握し、農民を支配した。	太閤検地・豊臣秀吉
122	1588年	日本	近世	S	刀狩令が出される	農民から武器を取り上げ、兵農分離を進めた。	刀狩・兵農分離
123	1588年	欧米・世界	近世	A	イギリスがスペインの無敵艦隊を破る	イギリスが海上進出を強めるきっかけとなった。	イギリス・スペイン・海上覇権
124	1590年	日本	近世	S	豊臣秀吉が全国統一を完成する	小田原の北条氏を降伏させ、全国の大名を従えた。	全国統一・豊臣秀吉
125	1592年	日本	近世	S	文禄の役が始まる	豊臣秀吉が明の征服を目指して朝鮮へ出兵した。	朝鮮出兵・豊臣秀吉
126	1597年	日本	近世	S	慶長の役が始まる	二度目の朝鮮出兵で、秀吉の死後に日本軍は撤退した。	朝鮮出兵・豊臣秀吉
127	1600年	日本	近世	S	関ヶ原の戦いが起こる	徳川家康が石田三成らを破り、全国支配を確実にした。	関ヶ原・徳川家康
128	1600年	欧米・世界	近世	A	イギリス東インド会社が設立される	アジア貿易と植民地支配を進める中心となった。	東インド会社・植民地
129	1602年	欧米・世界	近世	B	オランダ東インド会社が設立される	東南アジア貿易を独占し、オランダの海上進出を支えた。	東インド会社・オランダ
130	1603年	日本	近世	S	徳川家康が征夷大将軍となる	江戸幕府を開き、約260年間続く幕藩体制の基礎を築いた。	江戸幕府・徳川家康
131	1610年	愛知・日本	近世	B	名古屋城の築城が始まる	徳川家康が尾張の政治・軍事拠点として築城を命じた。	愛知・名古屋城
132	1614年	日本	近世	A	大坂冬の陣が起こる	徳川氏が豊臣氏を攻め、翌年の夏の陣へ続いた。	大坂の陣・豊臣氏
133	1615年	日本	近世	S	大坂夏の陣で豊臣氏が滅亡する	徳川氏に対抗する大勢力がなくなり、幕府支配が安定した。	大坂夏の陣・豊臣氏滅亡
134	1615年	日本	近世	S	武家諸法度が制定される	幕府が大名の行動を規制し、統制を強めた。	武家諸法度・大名統制
135	1618年	欧米・世界	近世	B	三十年戦争が始まる	宗教対立から始まり、ヨーロッパ諸国の国際戦争へ発展した。	三十年戦争・宗教対立
136	1624年	日本	近世	B	スペイン船の来航が禁止される	キリスト教禁制と対外統制が段階的に強化された。	鎖国・キリスト教禁制
137	1635年	日本	近世	S	参勤交代が制度化される	大名を江戸と領地に交代で住まわせ、幕府が統制した。	参勤交代・大名統制
138	1637年	日本	近世	S	島原・天草一揆が起こる	重い年貢とキリスト教弾圧に苦しむ農民らが反乱を起こした。	島原天草一揆・キリスト教
139	1639年	日本	近世	S	ポルトガル船の来航が禁止される	幕府の対外政策が完成段階に入り、貿易相手を限定した。	鎖国・ポルトガル
140	1641年	日本	近世	S	オランダ商館が出島へ移される	長崎でオランダ・中国との貿易が管理された。	出島・オランダ・鎖国
141	1642年	欧米・世界	近世	S	イギリスで清教徒革命が始まる	国王と議会が対立し、議会派が勝利して共和政となった。	清教徒革命・イギリス
142	1644年	東アジア	近世	A	清が中国支配を始める	満州族の清が北京に入り、明に代わる王朝となった。	清・中国王朝
143	1648年	欧米・世界	近世	B	ウェストファリア条約が結ばれる	三十年戦争を終結させ、主権国家体制の形成につながった。	ウェストファリア条約・主権国家
144	1685年	日本	近世	A	生類憐みの令が出され始める	徳川綱吉が生命尊重を掲げたが、人々の生活への負担も生じた。	徳川綱吉・生類憐みの令
145	1688年	欧米・世界	近世	S	イギリスで名誉革命が起こる	議会が国王を交代させ、立憲君主制が確立へ向かった。	名誉革命・議会政治
146	1689年	欧米・世界	近世	S	イギリスで権利章典が定められる	国王の権限を制限し、議会の権利を確認した。	権利章典・立憲君主制
147	1709年	日本	近世	A	新井白石の政治が始まる	正徳の治として貨幣改鋳や貿易制限を行った。	新井白石・正徳の治
148	1716年	日本	近世	S	徳川吉宗が享保の改革を始める	幕府財政再建のため新田開発・上米の制・目安箱などを行った。	享保の改革・徳川吉宗
149	1721年	日本	近世	A	享保の改革で目安箱が設置される	庶民の意見を政治に取り入れ、小石川養生所設置にもつながった。	目安箱・享保の改革
150	1742年	日本	近世	A	公事方御定書が制定される	裁判の基準をまとめ、幕府法を整備した。	公事方御定書・徳川吉宗
