201	1871年	欧米・世界	近代	S	ドイツ帝国が成立する	普仏戦争に勝利したプロイセン主導でドイツが統一された。	ドイツ統一・ビスマルク
202	1872年	日本	近代	S	学制が発布される	全国的な近代学校制度を整え、国民教育を進めた。	学制・教育
203	1872年	日本	近代	S	新橋・横浜間に鉄道が開通する	近代交通網整備の象徴で、産業発展を支えた。	鉄道・殖産興業
204	1872年	日本	近代	S	富岡製糸場が操業を始める	官営模範工場として製糸技術を普及させた。	富岡製糸場・殖産興業
205	1873年	日本	近代	S	徴兵令が出される	身分に関係なく男子に兵役を課し、近代的な軍隊を整えた。	徴兵令・富国強兵
206	1873年	日本	近代	S	地租改正が始まる	地価を基準に現金で税を納めさせ、政府財政を安定させた。	地租改正・税制
207	1873年	日本	近代	A	明治六年の政変が起こる	征韓論をめぐり西郷隆盛・板垣退助らが政府を去った。	征韓論・明治六年政変
208	1874年	日本	近代	S	民撰議院設立建白書が提出される	板垣退助らが国会開設を求め、自由民権運動が始まった。	自由民権運動・板垣退助
209	1875年	日本	近代	A	樺太・千島交換条約が結ばれる	日本は樺太をロシア領、千島列島を日本領とした。	樺太千島交換条約・国境
210	1876年	日本	近代	S	日朝修好条規が結ばれる	日本が朝鮮に開国を迫って結んだ不平等条約であった。	日朝修好条規・朝鮮
211	1876年	日本	近代	A	廃刀令が出される	士族の特権がさらに廃止され、不満が高まった。	廃刀令・士族
212	1877年	日本	近代	S	西南戦争が起こる	西郷隆盛を中心とする士族反乱で、政府軍が勝利した。	西南戦争・西郷隆盛
213	1881年	日本	近代	S	国会開設の勅諭が出される	1890年に国会を開くことが約束された。	国会開設・自由民権運動
214	1881年	日本	近代	A	自由党が結成される	板垣退助を中心にフランス流の自由主義を掲げた。	自由党・板垣退助
215	1882年	日本	近代	A	立憲改進党が結成される	大隈重信を中心にイギリス流の議会政治を目指した。	立憲改進党・大隈重信
216	1882年	欧米・世界	近代	A	三国同盟が成立する	ドイツ・オーストリア・イタリアが軍事同盟を結んだ。	三国同盟・帝国主義
217	1884年	日本	近代	A	秩父事件が起こる	不況と重税に苦しむ農民が自由民権運動と結び付いて蜂起した。	秩父事件・自由民権運動
218	1884年	欧米・世界	近代	A	ベルリン会議が開かれる	列強がアフリカ分割の原則を定め、植民地化を加速させた。	帝国主義・アフリカ分割
219	1885年	日本	近代	S	内閣制度が始まる	伊藤博文が初代内閣総理大臣となった。	内閣制度・伊藤博文
220	1889年	日本	近代	S	大日本帝国憲法が発布される	天皇主権を基本とし、臣民の権利を法律の範囲内で認めた。	大日本帝国憲法・天皇主権
221	1889年	愛知・日本	近代	B	名古屋市が市制を施行する	近代都市として名古屋の行政制度が整えられた。	愛知・名古屋市
222	1890年	日本	近代	S	第1回帝国議会が開かれる	衆議院と貴族院からなる議会政治が始まった。	帝国議会・議会政治
223	1894年	日本	近代	S	領事裁判権の撤廃に成功する	陸奥宗光がイギリスとの条約改正を実現した。	条約改正・陸奥宗光
224	1894年	東アジア	近代	A	甲午農民戦争が起こる	朝鮮で農民が蜂起し、日清両国の出兵が日清戦争につながった。	甲午農民戦争・朝鮮
225	1894年	日本	近代	S	日清戦争が始まる	朝鮮をめぐる日本と清の対立から戦争となった。	日清戦争・朝鮮
226	1895年	日本	近代	S	下関条約が結ばれる	清が朝鮮の独立を認め、台湾などを日本へ割譲した。	下関条約・日清戦争
227	1895年	日本	近代	S	三国干渉が行われる	ロシア・ドイツ・フランスが日本に遼東半島返還を迫った。	三国干渉・ロシア
228	1899年	東アジア	近代	A	義和団運動が始まる	中国で排外運動が広がり、列強の共同出兵を招いた。	義和団・清
229	1900年	日本	近代	A	立憲政友会が結成される	伊藤博文を中心に政党と政府の協力を目指した。	立憲政友会・伊藤博文
230	1901年	日本	近代	S	八幡製鉄所が操業を始める	日清戦争の賠償金を利用して建設され、重工業発展を支えた。	八幡製鉄所・産業革命
231	1902年	日本	近代	S	日英同盟が結ばれる	ロシアの南下に対抗するため日本とイギリスが協力した。	日英同盟・ロシア
232	1904年	日本	近代	S	日露戦争が始まる	満州と朝鮮をめぐる日本とロシアの対立から戦争となった。	日露戦争・帝国主義
233	1905年	日本	近代	S	ポーツマス条約が結ばれる	日本は韓国での優越権や南樺太を得たが、賠償金は得られなかった。	ポーツマス条約・日露戦争
234	1905年	日本	近代	A	日比谷焼打ち事件が起こる	講和条件への不満から東京で暴動が起こった。	日比谷焼打ち事件・民衆運動
235	1907年	欧米・世界	近代	S	三国協商が成立する	イギリス・フランス・ロシアが協力し、三国同盟と対立した。	三国協商・第一次世界大戦
236	1910年	日本	近代	S	韓国併合が行われる	日本が韓国を植民地とし、朝鮮総督府を置いた。	韓国併合・植民地
237	1911年	日本	近代	S	関税自主権が回復する	小村寿太郎が条約改正を完成させた。	条約改正・小村寿太郎
238	1911年	東アジア	近代	S	辛亥革命が起こる	孫文らの革命運動により清が倒れ、共和政へ向かった。	辛亥革命・孫文
239	1912年	東アジア	近代	S	中華民国が成立する	アジア初の共和国が成立し、孫文が臨時大総統となった。	中華民国・孫文
240	1912年	日本	近代	B	明治天皇が死去し大正時代となる	元号が大正に改められた。	大正時代・元号
241	1914年	欧米・世界	近代	S	第一次世界大戦が始まる	サラエボ事件をきっかけに同盟国と連合国が戦った。	第一次世界大戦・総力戦
242	1914年	日本	近代	S	日本が第一次世界大戦に参戦する	日英同盟を理由にドイツへ宣戦し、中国・太平洋の権益を得た。	第一次世界大戦・日本参戦
243	1915年	日本	近代	S	日本が中国に二十一か条の要求を出す	山東省の権益継承などを要求し、中国の反日感情を強めた。	二十一か条の要求・中国
244	1917年	欧米・世界	近代	S	ロシア革命が起こる	レーニン率いるボリシェヴィキが政権を握り、社会主義国家へ進んだ。	ロシア革命・レーニン
245	1918年	日本	近代	S	米騒動が起こる	米価高騰への抗議が全国へ広がり、寺内内閣が退陣した。	米騒動・民衆運動
246	1918年	日本	近代	S	原敬の本格的政党内閣が成立する	衆議院で多数を占める政党を基盤とする内閣が成立した。	原敬・政党内閣
247	1918年	欧米・世界	近代	A	第一次世界大戦が終結する	ドイツが休戦し、戦後の国際秩序づくりが始まった。	第一次世界大戦・休戦
248	1919年	東アジア	近代	S	三・一独立運動が起こる	朝鮮で日本からの独立を求める運動が全国へ広がった。	三一運動・朝鮮
249	1919年	東アジア	近代	S	五・四運動が起こる	中国で山東省権益の日本継承に反対する反帝国主義運動が起こった。	五四運動・中国
250	1919年	欧米・世界	近代	S	ベルサイユ条約が結ばれる	ドイツに厳しい条件を課し、ベルサイユ体制の基礎となった。	ベルサイユ条約・国際秩序
