301	1956年	日本	現代	S	日本が国際連合に加盟する	日本が国際社会へ本格的に復帰した。	国際連合・日本加盟
302	1957年	欧米・世界	現代	A	ヨーロッパ経済共同体設立条約が調印される	ローマ条約が調印され、西ヨーロッパ統合が進んだ。	EEC・ヨーロッパ統合
303	1959年	愛知・日本	現代	B	伊勢湾台風が東海地方を襲う	愛知県を含む東海地方に甚大な被害を与え、防災対策に影響した。	愛知・伊勢湾台風・災害
304	1960年	日本	現代	S	新しい日米安全保障条約が発効する	日米の共同防衛を明確にし、国内で安保闘争が起こった。	日米安全保障条約・安保闘争
305	1960年	欧米・世界	現代	S	「アフリカの年」	アフリカで17か国が相次いで独立した。	アフリカの年・民族独立
306	1961年	欧米・世界	現代	A	ベルリンの壁が築かれる	東西ベルリンの分断が冷戦の象徴となった。	ベルリンの壁・冷戦
307	1962年	欧米・世界	現代	S	キューバ危機が起こる	米ソが核戦争寸前まで対立し、その後緊張緩和が模索された。	キューバ危機・冷戦
308	1963年	欧米・世界	現代	A	部分的核実験停止条約が結ばれる	大気圏内・宇宙空間・水中の核実験を禁止した。	核実験停止条約・軍縮
309	1964年	日本	現代	S	東海道新幹線が開通する	東京・新大阪間を結び、高度経済成長の象徴となった。	東海道新幹線・高度経済成長
310	1964年	日本	現代	S	東京オリンピックが開催される	戦後復興と国際社会復帰を示す大規模国際大会となった。	東京オリンピック・高度経済成長
311	1965年	日本	現代	S	日韓基本条約が結ばれる	日本と韓国が国交を正常化した。	日韓基本条約・国交正常化
312	1965年	欧米・世界	現代	S	アメリカがベトナムへの本格介入を始める	北爆と地上軍派遣によりベトナム戦争が激化した。	ベトナム戦争・冷戦
313	1966年	東アジア	現代	A	中国で文化大革命が始まる	毛沢東が主導し、政治・社会・教育に大きな混乱をもたらした。	文化大革命・中国
314	1967年	欧米・世界	現代	A	ヨーロッパ共同体が発足する	EECなど三共同体が統合され、ECとなった。	EC・ヨーロッパ統合
315	1968年	日本	現代	A	小笠原諸島が日本へ返還される	アメリカ統治から日本の施政権下へ戻った。	小笠原返還・領土
316	1968年	欧米・世界	現代	B	プラハの春が武力で抑えられる	チェコスロバキアの改革運動にソ連軍などが介入した。	プラハの春・冷戦
317	1969年	愛知・日本	現代	B	東名高速道路が全線開通する	東京と名古屋を結ぶ物流網が整い、経済成長を支えた。	愛知・東名高速・交通
318	1970年	日本	現代	A	日本万国博覧会が大阪で開かれる	高度経済成長と科学技術の発展を象徴した。	大阪万博・高度経済成長
319	1971年	東アジア	現代	A	中華人民共和国が国連代表権を得る	台湾に代わり中国の代表として国連に参加した。	中国・国際連合
